n_classes,injected_noise_rate,true_noise_rate_mean,true_noise_rate_std,estimated_noise_rate_mean,estimated_noise_rate_std,issue_precision_mean,issue_recall_mean,oof_auroc_vs_clean_mean
2,0.0,0.0,0.0,0.00019999999999999998,0.00034641016151377546,0.0,,0.9998578666666665
2,0.05,0.05173333333333333,0.0019629909152447276,0.051,0.0019287301521985906,0.9773754444587243,0.9634411750353779,0.9998741333333333
2,0.1,0.1034,0.0010000000000000009,0.10313333333333334,0.0016772994167212176,0.9813050714619603,0.9786601996054949,0.9998522666666667
2,0.15,0.1542,0.0024979991993593575,0.15480000000000002,0.003857460304397185,0.9740879285346157,0.9776698761966616,0.99982144
2,0.2,0.20613333333333336,0.0031005375877955874,0.20526666666666668,0.0035004761580866906,0.9793606882681797,0.9752011297301602,0.9997822933333333
2,0.25,0.255,0.00399499687108763,0.25353333333333333,0.003700450423034082,0.9825596686674557,0.9769308185555688,0.9996973333333333
2,0.3,0.3047333333333333,0.001026320287889381,0.3038,0.0018330302779823492,0.983047388281692,0.9800543722801563,0.9996148266666668
2,0.35,0.35533333333333333,0.0033306655991458076,0.35519999999999996,0.004275511665286387,0.9794141034904514,0.9790587096241694,0.9993592533333334
2,0.4,0.4037333333333333,0.003214550253664313,0.40406666666666674,0.004670474636836526,0.9655507602972868,0.9664341036045395,0.9960435200000001
2,0.45,0.4546666666666666,0.008818919056966865,0.4539333333333333,0.012906329196690028,0.8982049817862622,0.8969614735167529,0.9673619733333334
2,0.5,0.5024000000000001,0.009897474425326886,0.47893333333333327,0.03331686259738952,0.4783546869218657,0.4580007724196233,0.4654828266666667
3,0.0,0.0,0.0,0.00013333333333333334,0.0002309401076758503,0.0,,0.9999500234540379
3,0.05,0.05173333333333333,0.0019629909152447276,0.05073333333333333,0.0006110100926607767,0.9895618563360049,0.9711072073390913,0.9999528235762426
3,0.1,0.1034,0.0010000000000000009,0.1018,0.0018330302779823355,0.992861832886388,0.9774322249302762,0.99994192411375
3,0.15,0.1542,0.0024979991993593575,0.15126666666666666,0.004291076011134425,0.9956422353446005,0.9765527853200355,0.9998781495055417
3,0.2,0.20613333333333336,0.0031005375877955874,0.20146666666666666,0.002193931022920585,0.9976938094585153,0.9751728162527886,0.9998510506962731
3,0.25,0.255,0.00399499687108763,0.248,0.002959729717389743,0.9983972679822264,0.9710342897505312,0.9997563397993221
3,0.3,0.3047333333333333,0.001026320287889381,0.29553333333333337,0.0037220066272554094,0.9990855052583448,0.9689114022756778,0.9997561788790365
3,0.35,0.35533333333333333,0.0033306655991458076,0.342,0.005414794548272377,0.9998014691284495,0.9622484989763702,0.9995696509254602
3,0.4,0.4037333333333333,0.003214550253664313,0.38453333333333334,0.007746827307571374,1.0,0.9524428634168972,0.9995601879760075
3,0.45,0.4546666666666666,0.008818919056966865,0.42586666666666667,0.007813663246732196,1.0,0.936803510904908,0.9991315371470434
3,0.5,0.5024000000000001,0.009897474425326886,0.4610666666666667,0.007862145593496303,0.9983945674920373,0.9165557025200942,0.9976930313169955
4,0.0,0.0,0.0,0.005066666666666666,0.0019731531449264992,0.0,,0.9984369244444444
4,0.05,0.05173333333333333,0.0019629909152447276,0.05533333333333334,0.0013316656236958783,0.8682507186419793,0.928697604059923,0.9977010133333333
4,0.1,0.1034,0.0010000000000000009,0.10506666666666666,0.0021197484127446096,0.9216379784864351,0.9362037691277534,0.9974640177777777
4,0.15,0.1542,0.0024979991993593575,0.15373333333333333,0.004272391992003241,0.9473356922243793,0.9443014169349272,0.9972201244444444
4,0.2,0.20613333333333336,0.0031005375877955874,0.20393333333333333,0.004801388688008232,0.9540642029488429,0.9437380962293228,0.9967920355555556
4,0.25,0.255,0.00399499687108763,0.24860000000000002,0.007549834435270738,0.9678266426646358,0.9432843607157227,0.9965354133333334
4,0.3,0.3047333333333333,0.001026320287889381,0.2936666666666667,0.005604759881862343,0.970403316779708,0.935018508950491,0.9959481066666666
4,0.35,0.35533333333333333,0.0033306655991458076,0.3388,0.004903060268852536,0.9790157840616333,0.9334330666746672,0.9955356977777777
4,0.4,0.4037333333333333,0.003214550253664313,0.38020000000000004,0.007073895673530969,0.9792224206935569,0.9221185999974458,0.99432352
4,0.45,0.4546666666666666,0.008818919056966865,0.42106666666666664,0.0021007935008785232,0.9851070823632909,0.9124486263087194,0.9943771733333334
4,0.5,0.5024000000000001,0.009897474425326886,0.45726666666666665,0.0020033305601755637,0.9865799719256287,0.8982131339143833,0.9922888533333335
