n_classes,seed,injected_noise_rate,true_noise_rate,estimated_noise_rate,issue_precision,issue_recall,oof_auroc_vs_clean
2,2,0.35,0.358,0.4476,0.5214477211796247,0.6519553072625698,0.72101088
2,2,0.4,0.4074,0.4486,0.5586268390548372,0.6151202749140894,0.6957720000000001
2,2,0.45,0.4638,0.4856,0.5823723228995058,0.6097455799913756,0.6509825600000001
2,2,0.5,0.5114,0.4958,0.527632109721662,0.5115369573719202,0.51872144
3,0,0.0,0.0,0.4296,0.0,,0.6850170796394365
3,0,0.05,0.0506,0.4446,0.07377417903733693,0.6482213438735178,0.6831175093663955
3,0,0.1,0.1034,0.454,0.13964757709251102,0.6131528046421664,0.6810014718581977
3,0,0.15,0.157,0.4444,0.23492349234923493,0.664968152866242,0.6840785661730933
3,0,0.2,0.2092,0.454,0.2973568281938326,0.6453154875717018,0.6815953751688203
3,0,0.25,0.2596,0.4632,0.35233160621761656,0.6286594761171033,0.6801260248355713
3,0,0.3,0.3036,0.4632,0.4067357512953368,0.6205533596837944,0.6737904135701056
3,0,0.35,0.3516,0.4598,0.46715963462374943,0.6109215017064846,0.6756241531739965
3,0,0.4,0.4024,0.4728,0.5148054145516074,0.6048707753479126,0.6630598755329479
3,0,0.45,0.454,0.479,0.5569937369519833,0.5876651982378854,0.6599192982193443
3,0,0.5,0.504,0.4758,0.6086591004623791,0.5746031746031746,0.6447282207147498
3,1,0.0,0.0,0.3966,0.0,,0.7281928389834397
3,1,0.05,0.0506,0.3936,0.08892276422764228,0.691699604743083,0.7300033968114072
3,1,0.1,0.1024,0.4076,0.17664376840039253,0.703125,0.729168259942245
3,1,0.15,0.1534,0.4126,0.25206010664081435,0.6779661016949152,0.7291038629712903
3,1,0.2,0.203,0.4252,0.325964252116651,0.6827586206896552,0.7294587241249252
3,1,0.25,0.2524,0.4292,0.3998136067101584,0.6798732171156894,0.7283091815952029
3,1,0.3,0.3056,0.4364,0.46241979835013747,0.6603403141361257,0.7254964507412054
3,1,0.35,0.3564,0.4428,0.503613369467028,0.6257014590347924,0.7207706166274591
3,1,0.4,0.4014,0.4598,0.5493692909960852,0.6292974588938715,0.7169068340568919
3,1,0.45,0.4462,0.457,0.5995623632385121,0.6140744060959211,0.7157382269566547
3,1,0.5,0.4918,0.4746,0.6447534766118836,0.6222041480276536,0.7101260001559258
3,2,0.0,0.0,0.3792,0.0,,0.7035608883005149
3,2,0.05,0.054,0.3886,0.0905815748841997,0.6518518518518519,0.7045723540409169
3,2,0.1,0.1044,0.3978,0.17496229260935142,0.6666666666666666,0.7035057331786696
3,2,0.15,0.1522,0.4084,0.2517140058765916,0.6754270696452037,0.7020738673750279
3,2,0.2,0.2062,0.4088,0.3238747553816047,0.6420950533462657,0.7022515620100788
3,2,0.25,0.253,0.4234,0.3745866792631082,0.6268774703557313,0.6995123985487125
3,2,0.3,0.305,0.4382,0.44043815609310816,0.6327868852459017,0.6980372088292971
3,2,0.35,0.358,0.4456,0.5,0.6223463687150838,0.6914463353838637
3,2,0.4,0.4074,0.46,0.542608695652174,0.6126656848306333,0.6857063476832002
3,2,0.45,0.4638,0.4558,0.6024572180781045,0.5920655454937473,0.6735601867862586
3,2,0.5,0.5114,0.476,0.6252100840336134,0.5819319515056707,0.6584720170721748
4,0,0.0,0.0,0.388,0.0,,0.6707368
4,0,0.05,0.0506,0.3934,0.08286731062531774,0.6442687747035574,0.6724925333333334
4,0,0.1,0.1034,0.401,0.16658354114713217,0.6460348162475822,0.6689662933333332
4,0,0.15,0.157,0.4112,0.23297665369649806,0.6101910828025477,0.6672397333333334
4,0,0.2,0.2092,0.42,0.30666666666666664,0.615678776290631,0.6632551466666666
4,0,0.25,0.2596,0.4298,0.3629595160539786,0.600924499229584,0.66338848
4,0,0.3,0.3036,0.4356,0.411386593204775,0.5902503293807642,0.6566393066666666
4,0,0.35,0.3516,0.4436,0.46032461677186653,0.580773606370876,0.65332896
4,0,0.4,0.4024,0.4382,0.5116385212231858,0.5571570576540755,0.6475171733333334
4,0,0.45,0.454,0.4518,0.5675077467906153,0.5647577092511014,0.6423653866666666
4,0,0.5,0.504,0.4518,0.6100044267374944,0.5468253968253968,0.62646256
4,1,0.0,0.0,0.395,0.0,,0.6688882666666666
4,1,0.05,0.0506,0.4058,0.0823065549531789,0.6600790513833992,0.6670196799999999
4,1,0.1,0.1024,0.419,0.15608591885441528,0.638671875,0.6660789866666665
4,1,0.15,0.1534,0.4242,0.22112211221122113,0.6114732724902217,0.664612
4,1,0.2,0.203,0.4224,0.2831439393939394,0.5891625615763547,0.661624
4,1,0.25,0.2524,0.43,0.35488372093023257,0.6045958795562599,0.6594395733333335
4,1,0.3,0.3056,0.4376,0.4218464351005484,0.6040575916230366,0.6579533866666666
4,1,0.35,0.3564,0.4556,0.45873573309920984,0.5864197530864198,0.6561886933333334
4,1,0.4,0.4014,0.4498,0.5202312138728323,0.5829596412556054,0.6503378133333333
4,1,0.45,0.4462,0.4606,0.5505861919235779,0.5683549977588526,0.65218656
4,1,0.5,0.4918,0.4654,0.5981951009883971,0.566083773891826,0.6481530666666667
4,2,0.0,0.0,0.4148,0.0,,0.6715588266666668
4,2,0.05,0.054,0.4214,0.08020882771713336,0.6259259259259259,0.6707773333333333
4,2,0.1,0.1044,0.4238,0.15384615384615385,0.6245210727969349,0.6717987733333334
4,2,0.15,0.1522,0.4328,0.22874306839186692,0.6504599211563732,0.6676169066666666
4,2,0.2,0.2062,0.4376,0.29250457038391225,0.6207565470417071,0.66641792
4,2,0.25,0.253,0.43,0.36093023255813955,0.6134387351778656,0.66836224
4,2,0.3,0.305,0.4368,0.41804029304029305,0.598688524590164,0.6608348266666666
4,2,0.35,0.358,0.453,0.46799116997792495,0.5921787709497207,0.6602859733333334
4,2,0.4,0.4074,0.4492,0.51246660730187,0.5650466372115857,0.6582601066666666
4,2,0.45,0.4638,0.4514,0.5821887461231724,0.5666235446313066,0.6506457066666667
4,2,0.5,0.5114,0.4644,0.6145564168819982,0.5580758701603441,0.6411610133333333
