n_classes,injected_noise_rate,true_noise_rate_mean,true_noise_rate_std,estimated_noise_rate_mean,estimated_noise_rate_std,issue_precision_mean,issue_recall_mean,oof_auroc_vs_clean_mean
2,0.0,0.0,0.0,0.2816,0.019254090474493987,0.0,,0.71955824
2,0.05,0.05173333333333333,0.0019629909152447276,0.31046666666666667,0.011289523166783144,0.10349420425327183,0.6197921241399502,0.7196784533333332
2,0.1,0.1034,0.0010000000000000009,0.3378666666666667,0.011197023413985206,0.19419465601631206,0.6337874051872355,0.7172931733333333
2,0.15,0.1542,0.0024979991993593575,0.36546666666666666,0.0182979051624314,0.27158533460731654,0.6430000479745533,0.71588384
2,0.2,0.20613333333333336,0.0031005375877955874,0.3880666666666667,0.013573994744854365,0.3469208827742394,0.6527756902364032,0.714484
2,0.25,0.255,0.00399499687108763,0.4106666666666667,0.013626934113487667,0.4049729669947451,0.6518869698353434,0.7106554133333334
2,0.3,0.3047333333333333,0.001026320287889381,0.42973333333333336,0.016346661228927854,0.4590228015045846,0.6468718047389593,0.7065425599999999
2,0.35,0.35533333333333333,0.0033306655991458076,0.44839999999999997,0.018612898753283962,0.5029573816941765,0.6343818776564638,0.6908247466666667
2,0.4,0.4037333333333333,0.003214550253664313,0.45680000000000004,0.015608971779076292,0.5361999312130902,0.6063119159322578,0.6676091733333333
2,0.45,0.4546666666666666,0.008818919056966865,0.4684,0.023364074987039393,0.5520429250993949,0.568206194975283,0.6177032000000001
2,0.5,0.5024000000000001,0.009897474425326886,0.4845333333333333,0.03971716673345837,0.5077237276185983,0.4873078720114335,0.5035506666666666
3,0.0,0.0,0.0,0.4018,0.02559921873807872,0.0,,0.7055902689744636
3,0.05,0.05173333333333333,0.0019629909152447276,0.4089333333333333,0.030989245446337257,0.08442617271639297,0.6639242668228176,0.7058977534062398
3,0.1,0.1034,0.0010000000000000009,0.4198,0.030020659553047807,0.16375121270075166,0.6609814904362777,0.7045584883263708
3,0.15,0.1542,0.0024979991993593575,0.4218,0.019684511677966504,0.24623253495554698,0.6727871080687869,0.7050854321731371
3,0.2,0.20613333333333336,0.0031005375877955874,0.42933333333333334,0.02288172487670746,0.3157319452306961,0.6567230538692076,0.704435220434608
3,0.25,0.255,0.00399499687108763,0.43860000000000005,0.021500697663099234,0.37557729739696105,0.6451367211961746,0.7026492016598289
3,0.3,0.3047333333333333,0.001026320287889381,0.44593333333333335,0.014980431680473454,0.43653123524619414,0.6378935196886073,0.6991080243802027
3,0.35,0.35533333333333333,0.0033306655991458076,0.4494,0.009114823092084674,0.4902576680302591,0.6196564431521202,0.695947035061773
3,0.4,0.4037333333333333,0.003214550253664313,0.4642,0.0074484897798144266,0.5355944670666223,0.6156113063574725,0.68855768575768
3,0.45,0.4546666666666666,0.008818919056966865,0.4639333333333333,0.013061903893894356,0.5863377727561999,0.5979350499425179,0.6830725706540859
3,0.5,0.5024000000000001,0.009897474425326886,0.4754666666666667,0.0007571877794400215,0.6262075537026254,0.5929130913788329,0.6711087459809502
4,0.0,0.0,0.0,0.39926666666666666,0.013900119903559587,0.0,,0.6703946311111112
4,0.05,0.05173333333333333,0.0019629909152447276,0.4068666666666667,0.014030443091126278,0.08179423109854334,0.6434245840042941,0.6700965155555556
4,0.1,0.1034,0.0010000000000000009,0.4146,0.012019983361053341,0.15883853794923378,0.6364092546815057,0.6689480177777778
4,0.15,0.1542,0.0024979991993593575,0.42273333333333335,0.010874434851215645,0.22761394476652871,0.6240414254830475,0.6664895466666666
4,0.2,0.20613333333333336,0.0031005375877955874,0.4266666666666667,0.009544282756359056,0.29410505881483945,0.6085326283028976,0.6637656888888889
4,0.25,0.255,0.00399499687108763,0.42993333333333333,0.00011547005383791243,0.35959115651411694,0.6063197046545699,0.6637300977777778
4,0.3,0.3047333333333333,0.001026320287889381,0.4366666666666667,0.0010066445913694375,0.4170911071152055,0.597665481864655,0.6584758399999999
4,0.35,0.35533333333333333,0.0033306655991458076,0.4507333333333334,0.006312949653952062,0.46235050661633376,0.5864573768023389,0.656601208888889
4,0.4,0.4037333333333333,0.003214550253664313,0.4457333333333333,0.006530951946947212,0.5147787807992961,0.5683877787070889,0.6520383644444444
4,0.45,0.4546666666666666,0.008818919056966865,0.45459999999999995,0.005200000000000004,0.5667608949457885,0.5665787505470868,0.6483992177777778
4,0.5,0.5024000000000001,0.009897474425326886,0.4605333333333333,0.007579797710581265,0.6075853148692966,0.5569950136258556,0.6385922133333334
